sector,business_vintage_months,monthly_upi_inflow,monthly_upi_outflow,upi_transaction_count,avg_transaction_value,upi_inflow_growth_rate,cash_flow_volatility,avg_bank_balance,gst_monthly_turnover,gst_filing_regularity,gst_late_filings_count,digital_invoice_count_monthly,on_time_payment_ratio,bounced_payment_count,existing_loan_emi_ratio,financial_health_score,risk_category
manufacturing_small,29,155237.72,92982.48,411,377.13,8.12,0.062,13364.58,160266.8,0.8746,2,139,0.5906,1,0.0485,68.76,Medium Risk
manufacturing_small,34,68728.99,62032.23,159,429.78,1.98,0.2596,8621.62,78047.65,0.9416,0,51,0.9435,0,0.1114,70.57,Low Risk
grocery_retail,134,277693.63,194378.9,941,294.93,-5.67,0.097,52522.15,308864.01,0.4654,3,285,0.7203,2,0.2089,68.37,Medium Risk
grocery_retail,47,15563.54,9932.32,38,403.63,21.93,0.139,2688.84,15172.66,0.4659,3,8,0.9293,0,0.0776,65.96,Medium Risk
wholesale_trade,54,91899.76,57940.27,101,909.6,10.92,0.02,27906.91,67501.25,0.7491,2,33,0.9337,1,0.2345,71.9,Low Risk
electronics_repair,15,221434.93,176383.52,1201,184.33,-8.27,0.1964,37265.0,134037.35,0.7359,0,346,0.7868,1,0.4332,65.63,Medium Risk
pharmacy_medical,42,47856.01,29260.02,153,312.38,14.97,0.3277,7392.83,52198.51,0.6032,1,47,0.667,0,0.1519,55.91,Medium Risk
grocery_retail,86,84577.63,56500.01,332,254.25,17.49,0.0672,8822.33,77554.75,0.9117,0,90,0.9671,0,0.297,80.64,Low Risk
wholesale_trade,60,20817.01,15606.71,116,179.11,-8.16,0.1413,5306.56,22845.32,0.3207,6,36,0.6509,0,0.5318,42.55,High Risk
pharmacy_medical,28,50753.88,34444.59,99,510.65,-20.04,0.1579,15146.43,34290.77,0.9002,1,34,0.6692,3,0.2584,65.96,Medium Risk
textile_apparel,51,53765.87,32338.76,223,240.66,17.84,0.2534,11718.02,42063.54,0.8712,1,68,0.8762,1,0.3319,64.89,Medium Risk
electronics_repair,30,243448.78,156887.24,321,756.71,25.25,0.1319,72507.34,151933.79,0.7358,3,92,0.6831,1,0.1089,67.49,Medium Risk
textile_apparel,51,70455.07,48159.54,770,91.48,26.26,0.1049,16397.92,79635.81,0.626,1,226,0.8943,0,0.2212,62.6,Medium Risk
grocery_retail,27,83422.9,75614.13,518,160.96,6.95,0.0655,28701.64,87446.53,0.6051,1,158,0.7955,2,0.2235,61.65,Medium Risk
pharmacy_medical,45,240728.44,193014.04,457,525.81,25.17,0.1947,23671.47,175867.52,0.9335,1,131,0.9467,0,0.3083,75.84,Low Risk
manufacturing_small,34,21323.77,15451.58,18,1133.27,-12.04,0.099,5231.02,20368.31,0.8327,2,6,0.813,1,0.184,60.5,Medium Risk
restaurant_food,14,98311.18,78113.32,559,175.74,8.96,0.1046,23074.52,104310.92,0.7999,1,168,0.796,1,0.235,56.16,Medium Risk
electronics_repair,65,184696.48,171764.68,2568,71.9,7.29,0.8891,38228.89,154344.72,0.2498,2,776,0.7353,3,0.3138,38.13,High Risk
wholesale_trade,19,12473.39,11063.59,11,1078.42,16.33,0.2263,1171.71,10225.97,0.7365,1,4,0.725,1,0.2214,59.62,Medium Risk
electronics_repair,44,211045.8,130340.07,674,312.89,-4.6,0.1343,68642.73,237030.33,0.9167,1,208,0.7664,0,0.1056,72.41,Low Risk
electronics_repair,75,89941.93,72675.26,43,2046.98,7.09,0.3907,15542.98,57109.51,0.8718,1,16,0.9208,1,0.1674,62.43,Medium Risk
services_professional,28,85889.63,65134.13,285,300.6,-3.76,0.169,24657.62,94253.36,0.8563,1,77,0.7887,0,0.3733,62.62,Medium Risk
pharmacy_medical,55,49371.83,28247.25,201,245.14,1.32,0.0271,16761.1,37163.7,0.4963,3,49,0.8762,0,0.0746,67.17,Medium Risk
grocery_retail,40,53487.71,43221.93,51,1030.63,18.32,0.5226,5887.98,38241.67,0.5778,2,16,0.9584,1,0.2351,51.94,Medium Risk
services_professional,30,132817.07,104147.85,449,295.53,-22.79,0.0709,37597.01,137573.11,0.5044,3,168,0.8017,3,0.4287,54.62,Medium Risk
pharmacy_medical,32,39449.1,26892.22,308,128.03,-2.85,0.104,2203.65,39670.49,0.7662,4,89,0.9323,1,0.1117,65.02,Medium Risk
wholesale_trade,49,15441.58,7663.8,7,1988.33,-2.79,0.1157,5303.04,16743.21,0.8642,0,1,0.9792,0,0.2016,69.84,Medium Risk
restaurant_food,16,74810.93,47779.5,223,334.63,13.59,0.0316,9792.52,78477.07,0.8277,1,54,0.7279,0,0.1932,64.43,Medium Risk
manufacturing_small,42,58450.32,38580.6,81,717.28,-12.93,0.0373,11308.73,49835.97,0.8968,2,27,0.625,3,0.4372,54.01,Medium Risk
textile_apparel,34,163044.15,123890.82,106,1532.57,14.48,0.0256,43218.42,153195.24,0.8545,0,24,0.8419,0,0.136,68.75,Medium Risk
manufacturing_small,41,65996.32,41375.83,171,385.91,19.32,0.0248,14634.24,60030.34,0.8863,0,61,0.7967,0,0.4243,70.78,Low Risk
restaurant_food,65,159553.28,133693.96,311,512.8,2.71,0.0812,19453.73,124693.19,0.7828,0,112,0.547,0,0.3395,61.11,Medium Risk
wholesale_trade,42,39225.0,24252.17,333,117.68,11.34,0.1615,11613.34,29975.66,0.9805,0,115,0.7648,1,0.2749,68.68,Medium Risk
textile_apparel,30,44205.06,39684.9,72,612.87,1.29,0.1397,10916.24,48208.21,0.4326,6,14,0.7134,1,0.0706,47.55,Medium Risk
textile_apparel,40,158587.13,81364.21,482,328.77,-15.0,0.1184,16943.7,165591.22,0.9558,1,131,0.9738,0,0.4553,64.38,Medium Risk
pharmacy_medical,48,29009.73,19196.39,245,118.38,-8.97,0.2715,6713.37,29119.79,0.3671,1,74,0.8919,0,0.3985,52.38,Medium Risk
textile_apparel,61,36241.81,25207.16,15,2307.13,-10.69,0.2971,3497.09,28269.59,0.7325,2,5,0.6714,2,0.247,54.51,Medium Risk
textile_apparel,29,30578.92,27502.23,42,719.88,-2.46,0.1163,2655.5,33869.87,0.7808,1,11,0.6974,0,0.271,63.33,Medium Risk
grocery_retail,30,31463.16,19457.09,47,666.79,1.52,0.0969,1985.49,35301.07,0.7341,3,15,0.95,0,0.3131,69.71,Medium Risk
electronics_repair,51,55806.5,41140.59,123,450.21,-8.27,0.169,12871.44,55739.33,0.9431,0,35,0.5701,2,0.0774,61.65,Medium Risk
manufacturing_small,137,99421.28,92783.78,679,146.37,-11.97,0.3073,11187.81,86046.75,0.9868,0,219,0.9071,0,0.0305,77.68,Low Risk
restaurant_food,16,53896.98,50897.64,65,818.23,0.9,0.1143,16694.32,45041.61,0.6777,3,12,0.697,0,0.3934,59.05,Medium Risk
textile_apparel,42,36779.88,29532.93,58,625.34,9.52,0.301,7788.58,26253.48,0.6834,3,11,0.7628,0,0.251,63.95,Medium Risk
textile_apparel,60,46770.1,36453.9,206,226.14,6.22,0.1756,13141.36,36419.93,0.802,3,53,0.8982,1,0.155,57.79,Medium Risk
pharmacy_medical,87,53411.79,48868.96,340,156.69,-4.09,0.403,15548.84,38711.32,0.7389,0,101,0.8803,1,0.4631,59.53,Medium Risk
electronics_repair,4,112956.78,82917.5,154,730.96,-16.21,0.0549,11507.16,124625.9,0.86,0,48,0.5962,4,0.1866,64.9,Medium Risk
manufacturing_small,29,133688.92,112372.52,261,510.65,6.74,0.0913,18675.85,117393.76,0.8521,3,88,0.4204,1,0.2623,59.89,Medium Risk
wholesale_trade,24,48962.31,39473.37,193,253.33,-17.39,0.0496,9745.09,37036.37,0.9054,1,58,0.6783,0,0.2655,71.62,Low Risk
wholesale_trade,10,90375.62,78823.8,63,1413.82,-13.06,0.0882,30114.82,83728.67,0.6895,0,27,0.9276,0,0.1549,65.62,Medium Risk
manufacturing_small,38,151927.51,126407.07,1148,132.24,16.08,0.3497,34974.25,165507.84,0.9616,0,358,0.7719,1,0.4572,65.61,Medium Risk
manufacturing_small,31,31401.06,27567.71,127,247.15,-2.74,0.1131,3098.25,20215.11,0.9201,0,47,0.4001,2,0.1195,67.3,Medium Risk
manufacturing_small,19,28761.22,20222.11,54,523.28,-2.57,0.0875,3790.01,28498.66,0.599,4,16,0.8393,0,0.3294,57.35,Medium Risk
pharmacy_medical,50,811660.36,557553.33,2549,318.41,-1.48,0.1673,166402.26,738807.83,0.5558,1,793,0.6642,3,0.2207,72.73,Low Risk
electronics_repair,22,20110.47,11631.12,22,875.18,6.8,0.1682,5555.87,17947.99,0.734,2,6,0.7649,0,0.068,61.77,Medium Risk
textile_apparel,48,192702.99,111239.18,203,946.28,-18.68,0.0985,50496.22,196606.7,0.8972,1,57,0.897,1,0.0239,77.91,Low Risk
manufacturing_small,26,76537.63,47291.63,736,103.9,21.55,0.0746,13199.93,60466.51,0.7934,0,243,0.8111,0,0.3305,74.51,Low Risk
pharmacy_medical,38,15283.47,13791.52,38,394.8,8.59,0.2391,1475.09,16764.15,0.9024,1,13,0.706,1,0.3804,63.47,Medium Risk
restaurant_food,72,94902.68,63903.1,444,213.38,-10.41,0.6339,29092.37,71445.25,0.7704,2,130,0.7558,3,0.1896,58.17,Medium Risk
wholesale_trade,26,97994.51,72943.86,307,319.1,15.61,0.1165,31853.42,64236.75,0.5576,3,106,0.4512,1,0.278,48.48,Medium Risk
pharmacy_medical,24,70302.99,69173.7,57,1228.64,4.03,0.1747,11730.25,45744.76,0.4319,2,15,0.9,2,0.3133,63.68,Medium Risk
pharmacy_medical,18,39978.45,20037.23,64,624.27,2.05,0.0778,12803.51,30419.48,0.7749,4,12,0.7168,2,0.5158,56.11,Medium Risk
wholesale_trade,47,58040.58,38469.41,130,445.28,10.94,0.1426,11686.84,63873.5,0.6609,3,36,0.8371,1,0.0347,62.4,Medium Risk
pharmacy_medical,27,74897.12,44510.21,103,724.93,17.88,0.3046,5022.82,70291.09,0.8765,2,34,0.4363,4,0.1134,49.99,Medium Risk
textile_apparel,28,23968.81,18572.83,20,1169.78,3.12,0.5223,2403.22,18303.45,0.8334,1,7,0.6177,1,0.1221,44.31,High Risk
services_professional,91,19243.45,16862.16,77,246.88,17.22,0.2315,5614.16,19073.65,0.7294,1,11,0.6684,2,0.4726,57.52,Medium Risk
services_professional,36,62928.69,46971.25,213,294.08,-4.44,0.4225,6843.01,70142.94,0.8411,1,61,0.8368,0,0.2413,57.41,Medium Risk
services_professional,20,19563.76,14578.7,127,153.81,15.27,0.2442,2569.29,13531.38,0.7071,1,42,0.6479,0,0.4266,64.4,Medium Risk
textile_apparel,42,21815.13,16871.16,87,248.45,2.85,0.0449,2879.65,21449.24,0.6759,2,23,0.8613,2,0.4168,59.83,Medium Risk
manufacturing_small,79,67008.34,59531.64,232,288.32,6.58,0.2286,20809.19,52872.5,0.8054,0,67,0.8737,1,0.4332,68.55,Medium Risk
manufacturing_small,76,319156.95,265370.2,702,454.0,-3.44,0.1465,65929.49,317774.38,0.6498,1,211,0.873,0,0.2089,66.95,Medium Risk
textile_apparel,30,45529.47,32159.47,151,300.37,15.57,0.4572,5466.69,50709.05,0.9326,0,44,0.7987,0,0.532,61.59,Medium Risk
pharmacy_medical,44,42269.56,30284.58,278,152.04,0.51,0.0896,10667.16,46146.53,0.5929,3,81,0.8791,0,0.2307,68.08,Medium Risk
pharmacy_medical,56,45379.12,40127.47,458,99.04,5.14,0.146,8232.18,45326.46,0.7778,2,142,0.8917,0,0.1161,64.73,Medium Risk
pharmacy_medical,30,31720.12,24069.14,74,426.39,7.73,0.0485,5708.4,25525.11,0.7859,3,28,0.7444,3,0.1783,63.92,Medium Risk
electronics_repair,20,37499.63,28247.36,140,266.65,16.4,0.229,12187.3,24234.99,0.9578,0,46,0.4946,2,0.4339,55.32,Medium Risk
electronics_repair,71,50949.55,38816.76,110,460.34,-10.84,0.303,3095.56,33957.44,0.7069,0,27,0.9173,0,0.5159,70.9,Low Risk
services_professional,49,8702.22,8341.41,47,182.78,11.3,0.0681,2353.02,7476.71,0.7542,1,13,0.6436,4,0.3618,58.49,Medium Risk
electronics_repair,12,120865.97,104849.54,580,208.16,6.7,0.4872,16217.95,131402.18,0.7244,3,158,0.9397,0,0.247,59.17,Medium Risk
textile_apparel,14,72543.42,57887.77,119,608.5,-9.32,0.5199,6581.33,48451.76,0.6276,2,45,0.6908,0,0.219,45.03,Medium Risk
pharmacy_medical,26,131504.16,126917.26,133,985.71,5.42,0.1148,32718.21,133056.62,0.6529,1,41,0.4819,3,0.2003,57.01,Medium Risk
grocery_retail,27,467380.94,264544.57,5031,92.89,-4.75,0.1123,119939.22,377535.54,0.9611,0,1475,0.9064,1,0.164,79.3,Low Risk
pharmacy_medical,64,37678.94,24901.11,40,920.06,-1.27,0.4286,8287.11,43315.37,0.6796,2,11,0.9593,0,0.1417,61.4,Medium Risk
manufacturing_small,21,65183.48,53892.49,32,2031.07,6.38,0.1931,7891.9,62856.05,0.3905,5,13,0.8635,0,0.3838,51.46,Medium Risk
restaurant_food,20,111154.27,87605.58,525,211.53,-1.12,0.1607,31943.17,99580.56,0.9183,0,155,0.7259,0,0.1539,63.19,Medium Risk
manufacturing_small,33,210449.84,162765.0,694,303.03,22.96,0.2565,43246.34,205723.47,0.7097,1,224,0.9925,0,0.0557,75.4,Low Risk
restaurant_food,51,286930.99,195119.24,495,579.12,22.47,0.1905,40530.74,306464.67,0.7663,5,170,0.9216,2,0.1013,68.29,Medium Risk
textile_apparel,84,39654.23,29094.24,120,330.19,-23.07,0.2176,11099.75,37619.13,0.9054,0,31,0.6766,1,0.2802,71.8,Low Risk
services_professional,61,47475.6,45545.52,71,665.29,16.69,0.2425,11474.78,40562.48,0.9289,0,13,0.9431,0,0.346,70.05,Low Risk
wholesale_trade,7,14827.18,14030.88,120,123.26,13.54,0.1667,1392.77,11001.69,0.8921,2,39,0.8223,1,0.5385,48.09,Medium Risk
restaurant_food,33,56939.6,35415.98,654,87.0,16.74,0.0749,2960.89,36492.25,0.7094,1,215,0.944,0,0.1707,66.36,Medium Risk
services_professional,52,92585.44,76717.24,546,169.42,4.39,0.0975,31518.25,76458.78,0.852,2,164,0.8714,0,0.4213,59.85,Medium Risk
restaurant_food,38,95842.53,70845.38,201,475.27,5.53,0.0377,7667.56,93980.27,0.7081,2,69,0.6912,1,0.0946,62.68,Medium Risk
restaurant_food,34,66508.21,46424.22,166,399.22,10.28,0.1333,19392.46,54410.51,0.6845,2,45,0.8421,1,0.082,59.16,Medium Risk
pharmacy_medical,39,77384.2,56834.07,20,3705.83,-11.73,0.2005,23934.49,51693.62,0.9003,1,3,0.9246,1,0.1317,74.32,Low Risk
grocery_retail,57,36604.81,24776.42,46,794.05,1.83,0.0918,5198.04,26761.67,0.6015,4,10,0.914,0,0.1032,65.52,Medium Risk
pharmacy_medical,39,77379.96,49974.59,277,278.89,-14.33,0.2464,26782.75,63061.92,0.8849,0,92,0.7405,1,0.4041,62.47,Medium Risk
pharmacy_medical,28,81188.64,46701.82,132,613.5,1.94,0.7047,15639.05,84166.25,0.7925,1,45,0.8866,0,0.0734,69.5,Medium Risk
grocery_retail,47,136204.87,84085.52,64,2114.96,3.92,0.344,32838.7,120815.34,0.8077,1,18,0.9033,0,0.3081,64.57,Medium Risk
electronics_repair,55,505205.83,515624.93,1060,476.31,30.81,0.0757,33211.39,459805.8,0.7015,1,339,0.8758,0,0.5033,82.41,Low Risk
manufacturing_small,39,22397.9,18104.69,184,121.52,16.56,0.1987,3074.72,16046.46,0.3903,1,46,0.8648,2,0.4004,49.3,Medium Risk
wholesale_trade,17,27764.69,18299.81,215,128.83,-9.19,0.2391,7113.31,28317.69,0.8126,1,62,0.6804,2,0.0933,55.81,Medium Risk
pharmacy_medical,24,67465.8,71481.76,72,924.78,-17.31,0.2899,10234.03,47950.43,0.7494,2,17,0.9192,0,0.3909,58.61,Medium Risk
restaurant_food,19,105503.05,80905.42,281,374.91,-6.08,0.0591,29796.05,78496.37,0.6676,1,100,0.8839,0,0.0597,64.33,Medium Risk
services_professional,24,515388.44,411318.23,1010,510.06,4.44,0.02,154902.91,345791.68,0.8853,2,314,0.7769,0,0.5202,72.0,Low Risk
pharmacy_medical,54,56889.49,49777.73,132,430.75,-6.04,0.1108,2927.87,44799.15,0.8575,2,46,0.7358,1,0.2092,65.95,Medium Risk
services_professional,27,53711.84,41422.79,45,1184.39,0.82,0.1364,3519.85,54676.6,0.8973,1,11,0.6532,2,0.1701,74.52,Low Risk
grocery_retail,34,314065.29,273853.41,752,417.28,9.26,0.0675,94169.2,188685.48,0.3907,3,208,0.8439,0,0.2849,58.94,Medium Risk
services_professional,55,128477.33,110079.39,952,134.86,-18.64,0.0612,42203.19,103855.45,0.9037,1,317,0.9224,0,0.0922,76.43,Low Risk
wholesale_trade,110,98406.15,84541.89,66,1470.98,6.72,0.4247,27339.59,100614.95,0.8755,0,18,0.7087,0,0.3112,56.76,Medium Risk
restaurant_food,27,164575.13,111689.71,1004,163.76,12.93,0.117,39869.25,123637.81,0.8206,1,287,0.712,2,0.2144,57.71,Medium Risk
textile_apparel,24,42630.76,21776.96,194,219.2,4.11,0.1342,2335.41,35856.06,0.6967,1,70,0.7783,1,0.1585,50.75,Medium Risk
pharmacy_medical,63,112768.02,84827.5,217,519.32,10.66,0.1562,20521.46,90581.76,0.5369,2,73,0.8485,2,0.1422,73.76,Low Risk
manufacturing_small,15,327964.28,313515.92,697,470.3,13.41,0.0219,89757.43,283387.19,0.6559,6,207,0.9206,1,0.2127,63.74,Medium Risk
wholesale_trade,44,124481.18,95762.11,566,219.83,-1.53,0.0945,33950.31,89515.54,0.9367,0,177,0.5435,3,0.0869,69.65,Medium Risk
services_professional,27,251138.23,172683.18,224,1119.4,-25.57,0.1873,79339.49,205588.48,0.883,0,70,0.4798,4,0.2842,51.91,Medium Risk
textile_apparel,32,122873.47,77004.63,708,173.53,-3.27,0.2226,11610.53,116358.89,0.9407,1,235,0.74,1,0.4987,65.67,Medium Risk
pharmacy_medical,6,100761.55,70438.85,109,924.02,22.33,0.0868,31852.37,61015.16,0.6303,2,29,0.8433,0,0.3658,61.58,Medium Risk
services_professional,40,86041.19,51352.75,100,857.0,-1.96,0.047,9607.72,88087.85,0.7917,1,31,0.5252,2,0.4996,53.07,Medium Risk
textile_apparel,35,235704.86,169472.85,579,406.76,22.32,0.0804,33276.31,153914.88,0.6436,1,173,0.9162,1,0.5532,61.78,Medium Risk
wholesale_trade,20,135893.19,144365.02,1959,69.35,-6.26,0.1793,41399.38,113295.8,0.7452,2,584,0.8214,1,0.2459,62.17,Medium Risk
electronics_repair,37,37732.69,27850.54,61,609.37,-2.78,0.2046,6052.11,40256.69,0.7411,1,15,0.9535,1,0.6328,57.7,Medium Risk
textile_apparel,22,29826.57,22867.86,83,359.15,5.2,0.1053,3769.02,33653.66,0.7383,0,27,0.8563,0,0.2057,54.3,Medium Risk
manufacturing_small,30,58517.44,48704.15,59,975.48,-14.33,0.0447,19702.88,57325.52,0.5467,2,14,0.7383,2,0.3536,62.66,Medium Risk
wholesale_trade,31,36190.01,20259.38,72,497.65,10.96,0.0775,2381.9,26493.38,0.9176,1,20,0.8201,1,0.1177,69.2,Medium Risk
electronics_repair,28,51361.47,31170.5,60,854.3,-7.01,0.02,7728.27,55501.66,0.5819,2,17,0.9191,1,0.1091,64.2,Medium Risk
electronics_repair,28,133781.76,88747.74,589,227.11,0.92,0.2001,11897.97,131543.5,0.4498,4,185,0.8565,2,0.1675,51.49,Medium Risk
grocery_retail,26,164928.8,146168.73,197,835.24,0.11,0.0852,47525.51,167993.25,0.9752,0,66,0.7189,2,0.2236,66.72,Medium Risk
grocery_retail,87,10498.41,7200.15,113,92.66,0.52,0.0233,3532.35,9474.75,0.8949,1,41,0.8075,3,0.0835,67.17,Medium Risk
manufacturing_small,16,43611.81,38458.33,63,682.61,6.17,0.1024,5924.01,45839.46,0.6304,1,29,0.7444,2,0.13,56.61,Medium Risk
restaurant_food,30,26014.32,19421.75,77,336.48,-3.87,0.1206,6486.79,17770.4,0.5966,5,17,0.6458,1,0.1114,50.55,Medium Risk
wholesale_trade,41,20607.49,15891.66,37,554.08,-4.14,0.1935,7053.47,14892.67,0.8411,1,12,0.8134,1,0.3416,64.48,Medium Risk
textile_apparel,27,114976.69,97293.43,508,225.9,-11.6,0.4692,11532.32,85552.52,0.8749,0,149,0.8196,1,0.4447,58.4,Medium Risk
wholesale_trade,32,64185.92,42878.0,208,307.33,22.78,0.1685,14116.95,59983.39,0.382,4,75,0.3281,1,0.4708,34.69,High Risk
wholesale_trade,67,35556.78,34237.49,182,195.16,-5.35,0.513,4197.31,37754.93,0.6312,3,53,0.9222,1,0.4092,51.86,Medium Risk
restaurant_food,38,171152.92,139040.55,723,236.69,15.19,0.0233,44397.75,124178.44,0.8424,0,229,0.8187,0,0.1725,69.99,Medium Risk
manufacturing_small,12,93338.91,76542.17,105,886.05,12.61,0.052,13968.97,95698.48,0.6046,2,33,0.9036,0,0.0774,69.71,Medium Risk
manufacturing_small,73,185928.65,123931.25,153,1214.34,-15.32,0.1224,17044.48,147064.76,0.6683,1,44,0.8224,0,0.2066,69.28,Medium Risk
manufacturing_small,44,225833.99,196987.51,775,291.33,-12.49,0.1138,58560.62,224999.85,0.7317,2,219,0.8124,2,0.4406,54.47,Medium Risk
services_professional,105,44092.67,32829.92,88,499.5,21.26,0.281,6671.06,28974.12,0.9122,0,24,0.8783,0,0.3014,73.12,Low Risk
manufacturing_small,66,125633.31,63016.08,193,649.58,5.94,0.0315,25660.97,121703.63,0.8898,0,44,0.8404,1,0.4029,74.55,Low Risk
electronics_repair,18,516687.7,413545.89,1939,266.47,31.23,0.0749,85135.75,374010.91,0.9277,0,588,0.9196,0,0.767,66.36,Medium Risk
wholesale_trade,89,36884.04,28921.47,285,128.98,22.84,0.02,6820.32,30902.35,0.7407,0,92,0.7519,2,0.077,76.22,Low Risk
wholesale_trade,25,89612.35,79580.21,65,1370.55,-2.45,0.3826,10714.27,98479.09,0.937,0,20,0.5818,0,0.3514,59.57,Medium Risk
manufacturing_small,52,185413.77,172718.05,674,274.78,-0.23,0.1387,13444.3,202325.94,0.9064,2,207,0.9435,0,0.1034,76.57,Low Risk
manufacturing_small,106,1779402.19,1277248.68,6599,269.63,-2.44,0.0401,506939.84,1945081.97,0.7533,1,2016,0.8956,0,0.165,80.22,Low Risk
textile_apparel,11,201560.25,173519.04,542,371.44,-5.99,0.1186,68579.19,171218.03,0.7378,0,153,0.8791,0,0.2419,63.17,Medium Risk
textile_apparel,50,21004.89,15441.66,47,439.52,15.5,0.0973,3997.23,20741.74,0.9694,0,10,0.8633,0,0.1493,65.22,Medium Risk
restaurant_food,65,199754.77,122466.24,508,392.85,-7.14,0.1312,31088.67,182946.11,0.5137,1,188,0.7731,1,0.0692,70.55,Low Risk
textile_apparel,63,38128.59,35281.18,178,213.07,6.78,0.1605,9687.65,36338.23,0.8861,1,45,0.8625,1,0.0752,68.1,Medium Risk
manufacturing_small,67,100253.48,75676.71,652,153.75,6.08,0.1127,28980.45,61933.42,0.6922,1,172,0.9636,1,0.3267,63.64,Medium Risk
restaurant_food,80,71327.15,55423.98,101,704.48,-17.15,0.0424,21063.91,67502.19,0.7526,1,40,0.8071,0,0.0578,70.25,Low Risk
restaurant_food,52,8327.07,6267.86,23,353.33,0.79,0.3408,1117.63,8297.38,0.4184,4,6,0.7318,1,0.4206,41.62,High Risk
manufacturing_small,41,212835.11,139903.05,646,329.45,5.83,0.0689,40030.05,233783.0,0.6531,4,200,0.9341,0,0.1429,72.88,Low Risk
electronics_repair,70,60082.29,53373.05,97,613.75,8.78,0.2629,12076.36,41084.86,0.9028,1,30,0.6523,0,0.1984,67.76,Medium Risk
restaurant_food,108,93427.4,78970.48,367,253.93,6.34,0.1681,23144.09,70814.02,0.7,1,104,0.6025,2,0.2532,62.94,Medium Risk
grocery_retail,25,261050.65,248202.09,696,374.94,11.71,0.3935,83695.71,173724.92,0.8409,1,221,0.905,1,0.2872,72.38,Low Risk
wholesale_trade,52,32962.78,23319.06,222,148.01,-22.02,0.0886,5608.86,25911.86,0.4248,4,71,0.8808,1,0.3973,55.38,Medium Risk
services_professional,36,172265.3,141839.31,184,936.03,-1.5,0.284,26726.54,125712.48,0.7233,3,45,0.8034,0,0.4598,67.2,Medium Risk
electronics_repair,72,50358.32,42597.19,178,282.09,23.25,0.0743,12909.6,55866.6,0.702,1,33,0.8484,2,0.1294,68.81,Medium Risk
services_professional,40,75952.78,61426.1,89,850.84,9.78,0.2071,25760.01,57735.42,0.7006,1,27,0.877,3,0.3404,66.53,Medium Risk
restaurant_food,1,57289.91,43647.15,48,1185.35,23.61,0.3361,5546.44,51664.89,0.7178,2,22,0.7756,0,0.1398,52.37,Medium Risk
pharmacy_medical,42,31378.92,30769.56,46,668.57,14.06,0.1496,7977.79,28774.48,0.7169,1,13,0.8241,0,0.4351,60.21,Medium Risk
services_professional,14,36819.29,22866.75,64,566.82,3.09,0.1551,5808.47,39459.04,0.5648,3,10,0.6386,1,0.2576,55.12,Medium Risk
wholesale_trade,43,88084.8,56874.57,186,472.41,1.64,0.1139,25854.46,86480.49,0.8325,1,58,0.4985,2,0.3829,61.47,Medium Risk
textile_apparel,33,13830.64,12556.74,49,280.23,15.2,0.4276,3501.11,13370.95,0.8454,2,13,0.6944,1,0.4254,40.16,High Risk
textile_apparel,27,46649.7,31116.85,238,195.85,11.94,0.1495,10994.6,36333.26,0.5787,1,82,0.7525,1,0.1873,51.29,Medium Risk
restaurant_food,15,54455.65,36990.28,88,616.64,-2.04,0.0285,12632.64,33905.5,0.8248,1,29,0.7591,2,0.3831,56.64,Medium Risk
services_professional,40,146840.96,82876.56,238,616.0,29.95,0.0611,20861.98,152867.83,0.9725,0,66,0.8558,1,0.6391,70.75,Low Risk
textile_apparel,75,91699.2,59525.22,163,559.29,-4.02,0.1875,9968.89,56109.23,0.9524,0,45,0.6152,0,0.1175,69.89,Medium Risk
textile_apparel,39,18140.98,13930.55,70,258.62,19.46,0.2853,4762.86,13266.6,0.7913,0,10,0.7582,0,0.3844,56.8,Medium Risk
grocery_retail,6,134821.04,121696.98,665,202.68,-10.93,0.1184,45271.41,133808.54,0.957,0,218,0.9005,1,0.2568,71.37,Low Risk
grocery_retail,89,74556.56,55777.3,337,220.6,-1.97,0.1261,20636.72,50363.35,0.6537,2,94,0.8432,0,0.1795,69.72,Medium Risk
pharmacy_medical,51,154802.62,111468.42,417,370.35,1.67,0.1362,39498.98,168937.64,0.8278,0,123,0.8086,2,0.0734,79.24,Low Risk
services_professional,32,143658.05,123836.93,380,377.48,4.32,0.0565,17744.61,132743.82,0.4933,2,103,0.9722,0,0.1094,67.64,Medium Risk
manufacturing_small,26,31453.91,19815.43,140,223.1,-2.3,0.0738,3415.11,18897.36,0.5822,1,37,0.9484,0,0.0852,72.72,Low Risk
manufacturing_small,58,29118.12,20113.13,158,183.46,0.13,0.0703,8904.94,27462.86,0.732,1,47,0.743,2,0.4355,58.11,Medium Risk
electronics_repair,26,49231.67,45745.19,175,280.47,-4.07,0.3383,8475.86,55039.61,0.9579,0,47,0.499,6,0.2882,51.87,Medium Risk
services_professional,17,29333.09,19988.96,59,490.42,14.98,0.2133,6439.77,33371.83,0.9122,1,13,0.8809,1,0.1547,61.05,Medium Risk
textile_apparel,14,18737.71,14049.59,54,343.46,-8.03,0.1598,962.67,11964.64,0.5209,3,19,0.7668,1,0.2994,39.77,High Risk
restaurant_food,73,26594.94,15727.89,42,619.84,-10.88,0.1781,3949.98,26925.92,0.9102,0,11,0.939,0,0.5998,65.76,Medium Risk
wholesale_trade,23,147859.16,127754.68,498,296.53,-8.05,0.1014,16543.87,167675.76,0.8494,0,146,0.667,1,0.0212,59.33,Medium Risk
